124,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Using this phone from last 4days, great camera quality love it', 'likes': 'No likes', 'dislikes': 'No dislikes'}
125,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...first experience on iPhone satisfying . Camera clearity very aswome . And disaplay very smooth and fast .', 'likes': 'No likes', 'dislikes': 'No dislikes'}
126,{'prod_name': 'iphone-11', 'name': 'Rahul Nath', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': "...and I find this phone absolutely silly.. I don't see any drastic improvement in camera quality.. the video is good.. but it's just slightly", 'likes': 'No likes', 'dislikes': 'No dislikes'}
127,{'prod_name': 'iphone-11', 'name': 'Rukshar Bano', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': "...1. Camera is above any other phone's so called 64mp or 108mp.", 'likes': 'No likes', 'dislikes': 'No dislikes'}
128,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...I loved the phone its better for gamers who play mainly bgmi and camera is awesome', 'likes': 'No likes', 'dislikes': 'No dislikes'}
129,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...The phone is very good n the camera is too good', 'likes': 'No likes', 'dislikes': 'No dislikes'}
130,{'prod_name': 'iphone-11', 'name': 'Flipkart Customer', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Nice phone camera quality is to good��🏻👍🏻', 'likes': 'No likes', 'dislikes': 'No dislikes'}
131,{'prod_name': 'iphone-11', 'name': 'Mishu', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...the best apple phone i have purchased ❤️amazing camera�', 'likes': 'No likes', 'dislikes': 'No dislikes'}
132,{'prod_name': 'iphone-11', 'name': 'Ankita Sinha', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '.... Color look so classy and elegant.... Camera quality is good...', 'likes': 'No likes', 'dislikes': 'No dislikes'}
133,{'prod_name': 'iphone-11', 'name': 'Shashank Varshney', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Good Camera QualityBattery Life is so good in compare to my', 'likes': 'No likes', 'dislikes': 'No dislikes'}
134,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
135,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': '4.6', 'comment_header': 'No header', 'customer_comment': '', 'likes': 'No likes', 'dislikes': 'No dislikes'}
136,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
137,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
138,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
139,{'prod_name': 'iphone-11', 'name': 'Nirmal singh cheema', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...5 star because of camera quality. But some time restart automatically because', 'likes': 'No likes', 'dislikes': 'No dislikes'}
140,{'prod_name': 'iphone-11', 'name': 'Soham Kalangutkar', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '... battary is also good as expected .... Wide angle camera is so addictive ...if you are a IOS lover....then this phone', 'likes': 'No likes', 'dislikes': 'No dislikes'}
141,{'prod_name': 'iphone-11', 'name': 'Vinay  kashyap', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...All over good , but camera quality just 2 megapixels', 'likes': 'No likes', 'dislikes': 'No dislikes'}
142,{'prod_name': 'iphone-11', 'name': 'Melvin Ruzraio', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': "...It's awesome iphone 11 also camera is good quality", 'likes': 'No likes', 'dislikes': 'No dislikes'}
143,{'prod_name': 'iphone-11', 'name': 'Kumaresan R', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Camera is just awesome cool , android 64 MP is equal to this just 12 MP', 'likes': 'No likes', 'dislikes': 'No dislikes'}
144,{'prod_name': 'iphone-11', 'name': 'Rajeev Rawat', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Camera quality is not that much impressive rest all is good.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
145,{'prod_name': 'iphone-11', 'name': 'Vikas  Kumar', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...This camera quality is very niceThis colour quality is very nice', 'likes': 'No likes', 'dislikes': 'No dislikes'}
146,{'prod_name': 'iphone-11', 'name': 'MD hassan Raza', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Very best camera and beautiful picture iPhone best no 1 brand Sound System mind', 'likes': 'No likes', 'dislikes': 'No dislikes'}
147,{'prod_name': 'iphone-11', 'name': 'Seela Krishna', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Very good camera quality rear camera was awesome.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
148,{'prod_name': 'iphone-11', 'name': 'Melkin Milton', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': '...Everything in this mobile is just amazing. Camera quality is outstanding. Face id is rocking even in low light.', 'likes': 'No likes', 'dislikes': 'No dislikes'}
149,{'prod_name': 'iphone-11', 'name': 'No name', 'customer_rating': 'No rating', 'comment_header': 'No header', 'customer_comment': 'No comment', 'likes': 'No likes', 'dislikes': 'No dislikes'}
